Code,Item Description,Code and Description,UOM,Quantity Requested,Unit Price,Total Cost,Facility Level,Region,Requesting Facility,Month
HH150000,"Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne","HH150000 Syringe, autodestruct, 5ml, disposable, hypoluer with 21g ne",Each,1700,195.36584,332121.928,Health Centres,North,Mzimba South HCs,July-23
HH150900,"Syringe,10ml, disposable, hypoluer with 21g needle","HH150900 Syringe,10ml, disposable, hypoluer with 21g needle",Each,3300,435.36585,1436707.305,Health Centres,North,Mzimba South HCs,July-23
KK000300,"Bag tablet dispensing, polythene, disposable 10x 12 cm","KK000300 Bag tablet dispensing, polythene, disposable 10x 12 cm",50,1380,268.24091,370172.4558,Health Centres,North,Mzimba South HCs,July-23
MM202200,Glucosticks SD Check,MM202200 Glucosticks SD Check,50,2,12736.45057,25472.90114,Health Centres,North,Mzimba South HCs,July-23
AA000901,"Acyclovir 200mg, tablets","AA000901 Acyclovir 200mg, tablets",100,40,11585.36585,463414.634,Health Centres,North,Rumphi HCs,July-23
AA001500,"Albendazole 400mg, Chewable tablets","AA001500 Albendazole 400mg, Chewable tablets",100,10,2967.3435,29673.435,Health Centres,North,Rumphi HCs,July-23
AA002700,"Aminophylline 100mg, tablets","AA002700 Aminophylline 100mg, tablets",1000,47,5235.37071,246062.4234,Health Centres,North,Rumphi HCs,July-23
AA003300,"Amitriptyline 25mg, tablets","AA003300 Amitriptyline 25mg, tablets",100,25,798.06522,19951.6305,Health Centres,North,Rumphi HCs,July-23
AA003900,"Amlodipine 5mg, tablets","AA003900 Amlodipine 5mg, tablets",100,30,746.34146,22390.2438,Health Centres,North,Rumphi HCs,July-23
AA004200,Amoxycillin 250mg dispersible tablets,AA004200 Amoxycillin 250mg dispersible tablets,1000,23,39402.43902,906256.0975,Health Centres,North,Rumphi HCs,July-23
AA004800,"Amoxycillin 250mg, capsules","AA004800 Amoxycillin 250mg, capsules",1000,47,31692.59133,1489551.793,Health Centres,North,Rumphi HCs,July-23
AA005100,"Amoxycillin 250mg, Tablet","AA005100 Amoxycillin 250mg, Tablet",1000,58,0,0,Health Centres,North,Rumphi HCs,July-23
AA007200,"Aspirin 300mg, tablets","AA007200 Aspirin 300mg, tablets",1000,24,8310.45526,199450.9262,Health Centres,North,Rumphi HCs,July-23
AA007840,"Atenolol 50mg, tablets","AA007840 Atenolol 50mg, tablets",1000,2,9223.6275,18447.255,Health Centres,North,Rumphi HCs,July-23
AA009900,"Bisacodyl 5mg, tablets","AA009900 Bisacodyl 5mg, tablets",1000,1,3849.30663,3849.30663,Health Centres,North,Rumphi HCs,July-23
AA012000,"Captopril 12.5mg, tablets","AA012000 Captopril 12.5mg, tablets",100,50,942.75372,47137.686,Health Centres,North,Rumphi HCs,July-23
AA014100,Chlorpheniramine maleate 4mg,AA014100 Chlorpheniramine maleate 4mg,1000,5,1632.53376,8162.6688,Health Centres,North,Rumphi HCs,July-23
AA015600,"Ciprofloxacin 250mg, tablets","AA015600 Ciprofloxacin 250mg, tablets",100,220,3096.28049,681181.7078,Health Centres,North,Rumphi HCs,July-23
AA018600,"Cotrimoxazole 480mg, tablets","AA018600 Cotrimoxazole 480mg, tablets",1000,61,20713.4751,1263521.981,Health Centres,North,Rumphi HCs,July-23
AA021000,Diclofenac sodium 50mg,AA021000 Diclofenac sodium 50mg,100,260,943.78296,245383.5696,Health Centres,North,Rumphi HCs,July-23
AA022500,"Doxycycline 100mg, tablets","AA022500 Doxycycline 100mg, tablets",1000,7,30320.09444,212240.6611,Health Centres,North,Rumphi HCs,July-23
AA022800,Enalapril 10mg,AA022800 Enalapril 10mg,100,10,1050.43706,10504.3706,Health Centres,North,Rumphi HCs,July-23
AA022810,Enalapril 5mg,AA022810 Enalapril 5mg,100,50,6585.36585,329268.2925,Health Centres,North,Rumphi HCs,July-23
AA023700,"Erythromycin 250mg, enteric coated tablets","AA023700 Erythromycin 250mg, enteric coated tablets",1000,1,73536.58537,73536.58537,Health Centres,North,Rumphi HCs,July-23
AA025200,"Ferrous sulphate 200mg / folic acid 250 micrograms, coated tablets","AA025200 Ferrous sulphate 200mg / folic acid 250 micrograms, coated tablets",1000,30,17560.97561,526829.2683,Health Centres,North,Rumphi HCs,July-23
AA025800,Flucloxacillin 250mg,AA025800 Flucloxacillin 250mg,100,10,6146.34146,61463.4146,Health Centres,North,Rumphi HCs,July-23
AA027900,"Folic acid 5mg, tablets","AA027900 Folic acid 5mg, tablets",1000,3,4469.26829,13407.80487,Health Centres,North,Rumphi HCs,July-23
AA028200,Frusemide 40mg,AA028200 Frusemide 40mg,1000,3,17012.19512,51036.58536,Health Centres,North,Rumphi HCs,July-23
AA030900,Hydrochlorothiazide 25mg,AA030900 Hydrochlorothiazide 25mg,1000,49,6299.32927,308667.1342,Health Centres,North,Rumphi HCs,July-23
AA032400,Ibuprofen 200mg,AA032400 Ibuprofen 200mg,1000,43,12278.35366,527969.2074,Health Centres,North,Rumphi HCs,July-23
AA033600,Indomethacin 25mg,AA033600 Indomethacin 25mg,1000,30,6114.92773,183447.8319,Health Centres,North,Rumphi HCs,July-23
AA040800,Magnesium trisilicate compound 250mg,AA040800 Magnesium trisilicate compound 250mg,1000,18,6288.25921,113188.6658,Health Centres,North,Rumphi HCs,July-23
AA042500,Metformin hydrochloride 500mg,AA042500 Metformin hydrochloride 500mg,1000,3,16475.03723,49425.11169,Health Centres,North,Rumphi HCs,July-23
AA043200,Methyldopa 250mg,AA043200 Methyldopa 250mg,1000,3,35549.6907,106649.0721,Health Centres,North,Rumphi HCs,July-23
AA044100,Metronidazole 200mg,AA044100 Metronidazole 200mg,1000,81,7281.10168,589769.2361,Health Centres,North,Rumphi HCs,July-23
AA046200,Nifedipine 10mg,AA046200 Nifedipine 10mg,100,70,2346.58562,164260.9934,Health Centres,North,Rumphi HCs,July-23
AA046500,Nifedipine 20mg (slow release),AA046500 Nifedipine 20mg (slow release),100,70,1865.85366,130609.7562,Health Centres,North,Rumphi HCs,July-23
AA048600,"Omeprazole 20mg, Capsules","AA048600 Omeprazole 20mg, Capsules",100,120,1079.37144,129524.5728,Health Centres,North,Rumphi HCs,July-23
AA049500,Paracetamol 500mg,AA049500 Paracetamol 500mg,1000,180,10963.16891,1973370.404,Health Centres,North,Rumphi HCs,July-23
AA050100,Phenobarbitone 30mg,AA050100 Phenobarbitone 30mg,1000,38,5571.23668,211706.9938,Health Centres,North,Rumphi HCs,July-23
AA052500,Prednisolone 5mg,AA052500 Prednisolone 5mg,1000,11,8836.90779,97205.98569,Health Centres,North,Rumphi HCs,July-23
AA054000,"Promethazine hydrochloride 25mg, coated tablets","AA054000 Promethazine hydrochloride 25mg, coated tablets",1000,9,3596.30943,32366.78487,Health Centres,North,Rumphi HCs,July-23
AA055200,Pyridoxine 25mg,AA055200 Pyridoxine 25mg,1000,19,4106.93348,78031.73612,Health Centres,North,Rumphi HCs,July-23
AA057900,"Spironolactone 25mg, tablets","AA057900 Spironolactone 25mg, tablets",100,30,3800.95122,114028.5366,Health Centres,North,Rumphi HCs,July-23
AA064500,Vitamin B complex strong,AA064500 Vitamin B complex strong,1000,26,3706.00229,96356.05954,Health Centres,North,Rumphi HCs,July-23
AA065400,"Zinc sulphate 20mg, Tablets","AA065400 Zinc sulphate 20mg, Tablets",100,110,788.6422,86750.642,Health Centres,North,Rumphi HCs,July-23
BB003300,"Adrenaline 1/1000, 1ml","BB003300 Adrenaline 1/1000, 1ml",Each,50,167.35896,8367.948,Health Centres,North,Rumphi HCs,July-23
BB004500,"Aminophylline 25mg/ml, 10ml","BB004500 Aminophylline 25mg/ml, 10ml",Each,60,482.92683,28975.6098,Health Centres,North,Rumphi HCs,July-23
BB006600,"Atropine sulphate 600 micrograms/ml, 1ml","BB006600 Atropine sulphate 600 micrograms/ml, 1ml",Each,150,156.13384,23420.076,Health Centres,North,Rumphi HCs,July-23
BB006900,"Benzathine benzylpenicillin 1.44g (2.4MU), PFR","BB006900 Benzathine benzylpenicillin 1.44g (2.4MU), PFR",Each,150,0,0,Health Centres,North,Rumphi HCs,July-23
BB007200,"Benzylpenicillin 3g (5MU), PFR","BB007200 Benzylpenicillin 3g (5MU), PFR",Each,1250,456.05602,570070.025,Health Centres,North,Rumphi HCs,July-23
BB021300,"Dexamethasone Injection 5mg/2ml,2ml","BB021300 Dexamethasone Injection 5mg/2ml,2ml",Each,120,119.87235,14384.682,Health Centres,North,Rumphi HCs,July-23
BB022200,"Dextrose (glucose) 5%, 500ml","BB022200 Dextrose (glucose) 5%, 500ml",Each,200,1536.58537,307317.074,Health Centres,North,Rumphi HCs,July-23
BB022800,"Dextrose 50%, 50ml","BB022800 Dextrose 50%, 50ml",Each,60,1103.92685,66235.611,Health Centres,North,Rumphi HCs,July-23
BB024000,"Diazepam 5mg/ml, 2ml","BB024000 Diazepam 5mg/ml, 2ml",Each,150,275.02639,41253.9585,Health Centres,North,Rumphi HCs,July-23
BB024300,"Diclofenac sodium 75mg/ml, 3ml","BB024300 Diclofenac sodium 75mg/ml, 3ml",Each,1300,122.92684,159804.892,Health Centres,North,Rumphi HCs,July-23
BB034500,"Frusemide 10mg/ml, 2ml","BB034500 Frusemide 10mg/ml, 2ml",Each,50,192.18293,9609.1465,Health Centres,North,Rumphi HCs,July-23
BB036900,"Gentamycin, 80mg/2ml, ampoules","BB036900 Gentamycin, 80mg/2ml, ampoules",Each,2300,175.60976,403902.448,Health Centres,North,Rumphi HCs,July-23
BB039600,"Hydralazine hydrochloride 20mg/ml, 1ml","BB039600 Hydralazine hydrochloride 20mg/ml, 1ml",Each,50,1097.56098,54878.049,Health Centres,North,Rumphi HCs,July-23
BB042900,"Insulin soluble 100 IU/ml, 10ml","BB042900 Insulin soluble 100 IU/ml, 10ml",Each,5,3884.61366,19423.0683,Health Centres,North,Rumphi HCs,July-23
BB043200,"Insulin zinc suspension (lente) 100 IU/ml, 10ml","BB043200 Insulin zinc suspension (lente) 100 IU/ml, 10ml",Each,5,7687.31707,38436.58535,Health Centres,North,Rumphi HCs,July-23
BB047100,"Lignocaine hydrochloride 2%, 30ml","BB047100 Lignocaine hydrochloride 2%, 30ml",Each,40,1524.39024,60975.6096,Health Centres,North,Rumphi HCs,July-23
BB063000,"Phenobarbitone sodium 200mg/ml, 1ml","BB063000 Phenobarbitone sodium 200mg/ml, 1ml",Each,70,0,0,Health Centres,North,Rumphi HCs,July-23
BB063600,"Phytomenadione 10mg/ml, 1ml (Vitamin K)","BB063600 Phytomenadione 10mg/ml, 1ml (Vitamin K)",Each,30,266.15534,7984.6602,Health Centres,North,Rumphi HCs,July-23
BB066900,"Promethazine hydrochloride 25mg/ml, 2ml","BB066900 Promethazine hydrochloride 25mg/ml, 2ml",Each,180,125.13632,22524.5376,Health Centres,North,Rumphi HCs,July-23
BB069900,"Sodium chloride 0.9%, 500ml","BB069900 Sodium chloride 0.9%, 500ml",Each,180,1603.5047,288630.846,Health Centres,North,Rumphi HCs,July-23
BB071700,"Sodium lactate compound (Ringers lactate), 500ml","BB071700 Sodium lactate compound (Ringers lactate), 500ml",Each,140,1693.07829,237030.9606,Health Centres,North,Rumphi HCs,July-23
BB077100,"Water for injections, 10ml","BB077100 Water for injections, 10ml",Each,300,219.5122,65853.66,Health Centres,North,Rumphi HCs,July-23
EE002700,"Amoxycillin 125mg/5ml suspension, PFR to make 100ml","EE002700 Amoxycillin 125mg/5ml suspension, PFR to make 100ml",Each,900,1097.56098,987804.882,Health Centres,North,Rumphi HCs,July-23
EE004800,"Benzyl benzoate application 25%, 500ml","EE004800 Benzyl benzoate application 25%, 500ml",Each,10,2875.69752,28756.9752,Health Centres,North,Rumphi HCs,July-23
EE008400,"Calamine lotion 15%+ sulphur 2%, 500ml","EE008400 Calamine lotion 15%+ sulphur 2%, 500ml",Each,28,4601.99195,128855.7746,Health Centres,North,Rumphi HCs,July-23
EE008700,"Calamine lotion aqueous 15%, 500ml","EE008700 Calamine lotion aqueous 15%, 500ml",Each,22,3679.83774,80956.43028,Health Centres,North,Rumphi HCs,July-23
EE010500,"Chloramphenicol eye drops 0.5%, 5ml","EE010500 Chloramphenicol eye drops 0.5%, 5ml",Each,22,210.22967,4625.05274,Health Centres,North,Rumphi HCs,July-23
EE012300,"Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml","EE012300 Ciprofloxacin ear/eye drops 0.3mg/ml, 5ml",Each,20,341.65854,6833.1708,Health Centres,North,Rumphi HCs,July-23
EE012900,"Clotrimazole cream 1%, 20g","EE012900 Clotrimazole cream 1%, 20g",Each,250,341.65854,85414.635,Health Centres,North,Rumphi HCs,July-23
EE013500,"Clotrimazole 500mg vaginal tablet (blister 10 x 10, with app","EE013500 Clotrimazole 500mg vaginal tablet (blister 10 x 10, with app",Each,50,467.30302,23365.151,Health Centres,North,Rumphi HCs,July-23
EE020700,"Gentamicin 0.3% eye drops, 5ml","EE020700 Gentamicin 0.3% eye drops, 5ml",Each,30,155.25965,4657.7895,Health Centres,North,Rumphi HCs,July-23
EE020701,"Gentamicin 0.3% eye /ear drops, 5ml","EE020701 Gentamicin 0.3% eye /ear drops, 5ml",Each,80,329.26829,26341.4632,Health Centres,North,Rumphi HCs,July-23
EE021300,"Gentian violet paint, aqueous 1%, 500ml","EE021300 Gentian violet paint, aqueous 1%, 500ml",Each,16,5707.31707,91317.07312,Health Centres,North,Rumphi HCs,July-23
EE021600,Gluteraldehyde solution 2% buffered (Cidex) with activator,EE021600 Gluteraldehyde solution 2% buffered (Cidex) with activator,Each,3,10623.375,31870.125,Health Centres,North,Rumphi HCs,July-23
EE024300,"Iodine solution, weak (iodine tincture) 0.5%, 500ml","EE024300 Iodine solution, weak (iodine tincture) 0.5%, 500ml",Each,10,8648.90678,86489.0678,Health Centres,North,Rumphi HCs,July-23
EE028500,Methylated spirit,EE028500 Methylated spirit,Each,6,19402.67149,116416.0289,Health Centres,North,Rumphi HCs,July-23
EE032700,"Nystatin oral suspension 100,000 IU/ml, 20ml","EE032700 Nystatin oral suspension 100,000 IU/ml, 20ml",Each,150,1179.92707,176989.0605,Health Centres,North,Rumphi HCs,July-23
EE033900,"Oral rehydration salt, satchet (WHO formula) for 1L solution","EE033900 Oral rehydration salt, satchet (WHO formula) for 1L solution",Each,1000,262.54455,262544.55,Health Centres,North,Rumphi HCs,July-23
EE034800,"Paracetamol syrup 120mg/5ml, 100ml","EE034800 Paracetamol syrup 120mg/5ml, 100ml",Each,700,834.14634,583902.438,Health Centres,North,Rumphi HCs,July-23
EE038100,"Povidone iodine 10% in alcoholic solution, 500ml","EE038100 Povidone iodine 10% in alcoholic solution, 500ml",Each,31,9802.26438,303870.1958,Health Centres,North,Rumphi HCs,July-23
EE040500,Salbutamol solution for nebulising 5mg/ml,EE040500 Salbutamol solution for nebulising 5mg/ml,Each,30,1781.95234,53458.5702,Health Centres,North,Rumphi HCs,July-23
EE040800,"Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos","EE040800 Salbutamol sulphate aerosol inhalation, 100mcg/dose, 200 dos",Each,175,3336.58537,583902.4398,Health Centres,North,Rumphi HCs,July-23
EE045600,Silver sulphadiazine cream 1% 50g,EE045600 Silver sulphadiazine cream 1% 50g,Each,1,568.1238,568.1238,Health Centres,North,Rumphi HCs,July-23
EE048300,"Tetracycline eye ointment 1%, 3.5g","EE048300 Tetracycline eye ointment 1%, 3.5g",Each,280,371.48317,104015.2876,Health Centres,North,Rumphi HCs,July-23
FF000900,"Bandage, crepe 10cm 1.4m long, when stretched","FF000900 Bandage, crepe 10cm 1.4m long, when stretched",Each,150,363.0122,54451.83,Health Centres,North,Rumphi HCs,July-23
FF006300,"Bandage, WOW 10cm x 4m long, when stretched","FF006300 Bandage, WOW 10cm x 4m long, when stretched",10,82,1072.09198,87911.54236,Health Centres,North,Rumphi HCs,July-23
FF007800,Cotton wool 500g,FF007800 Cotton wool 500g,Each,88,7134.14634,627804.8779,Health Centres,North,Rumphi HCs,July-23
FF009900,"Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.","FF009900 Dressing, paraffin gauze 9.5cm x 9.5cm (square), pack of 36.",Each,22,1912.33638,42071.40036,Health Centres,North,Rumphi HCs,July-23
FF010200,"Gauze, absorbent 90cm X 100m","FF010200 Gauze, absorbent 90cm X 100m",Each,8,20853.65854,166829.2683,Health Centres,North,Rumphi HCs,July-23
FF010200,"Gauze, absorbent 90cm x 40m","FF010200 Gauze, absorbent 90cm x 40m",Each,34,20853.65854,709024.3904,Health Centres,North,Rumphi HCs,July-23
FF010800,"Gauze, swabs 8-ply 10cm x 10cm","FF010800 Gauze, swabs 8-ply 10cm x 10cm",100,40,2530.99768,101239.9072,Health Centres,North,Rumphi HCs,July-23
FF012000,"Mackintosh sheeting, 2M","FF012000 Mackintosh sheeting, 2M",Each,11,4124.82317,45373.05487,Health Centres,North,Rumphi HCs,July-23
FF016200,"Plaster, zinc oxide 10cm x 5m long, when stretched","FF016200 Plaster, zinc oxide 10cm x 5m long, when stretched",Each,12,1185.36585,14224.3902,Health Centres,North,Rumphi HCs,July-23
GG000600,"Catgut chromic suture sterile 0,  round bodied circle 40mm","GG000600 Catgut chromic suture sterile 0,  round bodied circle 40mm",12,1,10772.93567,10772.93567,Health Centres,North,Rumphi HCs,July-23
GG000900,"Catgut chromic suture sterile 1,round bodied circle 50mm n","GG000900 Catgut chromic suture sterile 1,round bodied circle 50mm n",12,3,12994.45672,38983.37016,Health Centres,North,Rumphi HCs,July-23
GG001200,Catgut chromic suture 2 on needle round bodied circle 50mm,GG001200 Catgut chromic suture 2 on needle round bodied circle 50mm,12,7,10354.01756,72478.12292,Health Centres,North,Rumphi HCs,July-23
GG005100,"Monofilament Polyamide (Ethilon)1, 90mm cuttting","GG005100 Monofilament Polyamide (Ethilon)1, 90mm cuttting",12,3,7880.4878,23641.4634,Health Centres,North,Rumphi HCs,July-23
GG009100,"Monofilament polyamide (Ethilon) 2, 1/2 circle conversional on cutting needle 24mm, thread length 75cm(12 per box)","GG009100 Monofilament polyamide (Ethilon) 2, 1/2 circle conversional on cutting needle 24mm, thread length 75cm(12 per box)",12,1,13260,13260,Health Centres,North,Rumphi HCs,July-23
GG015900,"Polyglactin 0 (Vicryl), circle round bodied 12's","GG015900 Polyglactin 0 (Vicryl), circle round bodied 12's",12,1,17936.83291,17936.83291,Health Centres,North,Rumphi HCs,July-23
GG020700,"Polyglactin 1(Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box","GG020700 Polyglactin 1(Vicryl) 1/2 circle round bodied needle 31mm, thread  length 70cm, 12 per box",12,5,18566.94551,92834.72755,Health Centres,North,Rumphi HCs,July-23
GG021000,Polyglactin (Vicryl) 2 round bodied needle 1/2 circle,GG021000 Polyglactin (Vicryl) 2 round bodied needle 1/2 circle,12,4,16221.61602,64886.46408,Health Centres,North,Rumphi HCs,July-23
HH005400,"Autoclave tape, 1.5cm wide, 12mLong","HH005400 Autoclave tape, 1.5cm wide, 12mLong",Each,10,768.29268,7682.9268,Health Centres,North,Rumphi HCs,July-23
HH008100,"Bags urine drainage 2,000 ml with outlet","HH008100 Bags urine drainage 2,000 ml with outlet",Each,90,659.44417,59349.9753,Health Centres,North,Rumphi HCs,July-23
HH013200,Cannula iv  (winged with injection pot) 18,HH013200 Cannula iv  (winged with injection pot) 18,Each,100,197.56098,19756.098,Health Centres,North,Rumphi HCs,July-23
HH013500,Cannula iv  (winged with injection pot) 20,HH013500 Cannula iv  (winged with injection pot) 20,Each,450,199.16459,89624.0655,Health Centres,North,Rumphi HCs,July-23
HH013800,Cannula iv  (winged with injection pot) 22,HH013800 Cannula iv  (winged with injection pot) 22,Each,50,307.31707,15365.8535,Health Centres,North,Rumphi HCs,July-23
